"pIC50","SubFPC1","SubFPC2","SubFPC3","SubFPC5","SubFPC9","SubFPC13","SubFPC18","SubFPC49","SubFPC84","SubFPC85","SubFPC88","SubFPC100","SubFPC133","SubFPC135","SubFPC136","SubFPC137","SubFPC171","SubFPC172","SubFPC179","SubFPC180","SubFPC183","SubFPC275","SubFPC279","SubFPC287","SubFPC295","SubFPC302","SubFPC303","SubFPC307"
6.46852108295774,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,2,0,2,7,4,0,16
7.88605664769316,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,10,4,0,12
4.88605664769316,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,10,4,0,12
4.52287874528034,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,10,3,0,12
7.29242982390206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,10,3,0,12
4.74472749489669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,10,3,0,12
5.18708664335714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,10,3,0,12
4.05060999335509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,10,3,0,12
5.02227639471115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,11,4,0,13
4.20065945054642,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,12,4,0,12
4.49485002168009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,10,3,0,12
4.33724216831843,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,10,3,0,12
4.53760200210104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,10,3,0,12
4.92081875395237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,10,3,0,12
4.4089353929735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,10,3,0,12
9,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,1,0,2,6,4,0,23
7.79588001734407,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,1,0,2,6,3,0,22
7.72124639904717,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,1,0,2,6,4,0,23
7.44369749923271,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,1,0,2,6,3,0,22
7.02227639471115,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,1,0,2,6,3,0,22
5.22914798835786,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,1,0,2,4,1,0,16
5.79588001734407,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1,0,0,0,1,0,2,4,1,0,16
6.50863830616573,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,1,0,2,6,3,0,17
6.58502665202918,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,3,1,0,0,0,0,1,0,2,6,4,0,16
5.73541827076192,2,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,2,8,5,0,14
5.38626385873813,2,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,2,8,4,0,14
5.3543812617573,3,2,0,0,0,0,0,1,0,0,1,1,0,4,0,0,0,0,0,0,0,1,0,2,8,7,2,12
5.20072839165013,3,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,8,5,0,11
4.93430827190673,3,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,8,5,0,10
4.92147068474565,1,4,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,8,4,0,10
3.88605664769316,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,2,4,6,0,21
6.0268721464003,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,3,0,0,0,1,0,2,8,4,0,23
5.96257350205938,1,0,0,0,0,0,1,0,1,0,2,1,0,0,0,6,0,0,0,0,0,1,0,4,9,5,0,24
5.82390874094432,1,0,0,0,3,0,0,0,1,0,2,1,0,0,0,6,0,3,0,0,0,1,0,4,9,6,0,25
5.64206515299955,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,2,8,4,0,23
5.54821356447571,2,0,0,0,0,0,1,0,1,0,2,1,0,0,0,6,0,3,0,0,0,1,0,4,9,6,0,24
5.49349496759513,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,3,0,0,0,1,0,2,6,4,0,23
5.46344155742847,1,0,0,0,3,0,0,0,1,0,2,1,0,0,0,6,0,3,0,0,0,1,0,4,7,5,0,25
5.33913452199613,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,6,0,4,0,0,0,1,0,4,7,4,0,24
5.21538270736712,1,0,0,0,3,0,0,0,0,0,1,1,0,0,0,2,0,3,0,0,0,1,0,2,6,4,0,24
7.89997426989214,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,3,0,9,5,0,18
7.79997073344623,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,10,5,0,19
6.90000876645532,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,11,5,0,14
9.10001543745061,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,11,5,0,15
5.95546023960759,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,4,0,2,13,5,0,17
7.58502665202918,1,3,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,0,2,9,5,0,17
6.40560744962457,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,0,1,2,0,2,9,5,0,17
6.7594507517174,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,0,1,2,0,2,9,5,0,17
6.89279003035213,1,0,0,0,3,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,0,2,9,6,0,18
6.88272870434424,1,0,0,0,3,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,2,0,2,9,6,0,18
6.54668165995296,4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,0,2,9,6,0,18
6.38933983691012,1,0,0,0,3,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,0,2,9,6,0,18
6.62160209905186,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,2,0,2,9,5,0,17
5.84163750790475,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,0,2,11,6,0,17
6.10568393731556,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,0,2,9,5,0,17
7.45593195564972,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,2,0,2,9,5,0,17
7.30980391997149,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,2,0,2,9,5,0,17
7.23657200643706,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,0,2,9,5,0,17
6.2580609222708,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,2,0,2,9,6,0,12
6.18575240426808,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,2,0,2,9,6,0,12
6.28819277095881,6,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,0,2,9,6,0,12
6.4294570601181,2,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,2,3,2,9,6,0,14
6.19044028536473,2,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,2,3,2,9,6,0,14
6.48811663902113,3,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,3,2,9,6,0,14
5.04440844959428,3,0,0,0,0,0,0,0,0,1,2,1,0,2,0,2,0,0,0,0,1,2,0,4,12,8,0,19
5.21896306137887,1,1,1,0,3,0,0,0,0,1,2,1,0,2,0,0,1,0,0,0,1,2,3,2,12,9,0,17
5.67551176669234,3,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,2,0,2,10,5,0,11
6.05207638016827,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,0,2,9,5,0,15
6.01367622294923,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,2,0,2,9,5,0,11
5.70180213289018,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,2,0,2,9,5,0,11
5.86710023005552,4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,0,2,9,5,0,11
5.04220122507,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,0,2,9,5,0,11
6.25026368443094,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,2,7,3,0,15
5.71534371721148,2,0,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,2,7,4,0,12
5.62967199222049,2,0,0,0,3,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,2,0,2,7,4,0,12
5.41476493663422,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,2,7,3,0,11
5.43782613663535,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,2,7,4,0,12
7.74472749489669,1,4,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,0,2,9,5,0,17
7.53760200210104,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,0,2,9,5,0,21
6.34390179798717,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,0,2,9,5,0,25
6.50723961097316,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,2,0,2,11,6,0,23
7.60205999132796,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,3,0,9,5,0,19
6.67778070526608,2,0,0,0,0,0,0,0,1,0,2,1,0,1,0,2,0,0,1,0,0,2,0,2,9,3,0,23
5.86012091359876,2,0,0,0,0,0,0,0,1,0,2,1,0,1,0,2,0,0,1,0,0,2,0,2,9,3,0,23
4.49485002168009,2,0,0,0,0,0,0,0,1,0,2,1,0,1,0,2,0,0,1,0,0,2,0,2,9,3,0,23
6.52287874528034,2,0,0,0,0,0,1,0,1,0,2,1,0,1,0,2,0,0,1,0,0,2,0,2,11,6,0,29
7.55284196865778,2,0,0,0,0,0,1,0,1,0,2,1,0,1,0,2,0,0,1,0,0,2,0,2,11,6,0,29
4.32790214206428,2,0,0,0,0,0,0,0,1,0,2,1,0,1,0,2,0,0,1,0,0,2,0,2,9,3,0,23
5.0087739243075,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,2,0,2,6,1,0,21
5.10790539730952,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,2,0,2,6,1,0,21
4.69897000433602,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,3,0,2,9,1,0,20
4.72124639904717,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,3,0,2,8,1,0,20
4.55284196865778,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,0,1,0,0,4,0,4,12,3,0,22
4.30102999566398,1,2,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,0,1,0,0,4,0,4,12,3,0,22
4.43179827593301,1,2,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,1,0,0,4,0,4,12,3,0,22
4.55284196865778,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,3,0,2,8,1,0,20
4.29242982390206,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,1,0,0,2,0,2,9,3,0,23
4.2518119729938,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,1,0,0,2,0,2,9,3,0,23
4.69897000433602,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,1,0,0,3,0,4,10,3,0,23
4.39794000867204,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,1,0,0,3,0,2,11,3,0,22
4.50863830616573,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,0,3,0,2,11,5,0,22
4.31875876262441,0,1,1,0,0,0,0,0,0,0,2,1,0,1,0,2,0,3,1,0,0,2,3,2,9,4,0,26
4.42021640338319,0,1,1,0,0,0,0,0,0,0,2,1,0,1,0,2,0,2,1,0,0,2,3,2,9,4,0,26
4.63827216398241,0,1,1,0,0,0,1,0,0,0,2,1,0,1,0,2,0,2,1,0,0,2,3,2,11,5,0,26
5.10237290870956,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,3,3,2,10,4,0,16
5.31425826139774,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,2,1,0,1,1,0,5,0,2,14,5,0,26
6.74957999769111,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,1,0,1,1,0,5,0,2,14,4,0,25
6.17005330405836,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,1,1,0,5,0,2,12,3,0,25
6.86582289242323,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,2,4,2,0,17
5.80518051043796,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,1,0,2,4,2,0,17
6.35981680807866,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,2,4,4,0,16
5.88272870434424,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,2,6,5,0,16
5.48814336565776,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,2,9,4,0,16
5.28593861318585,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,3,0,2,8,1,0,16
7.24336389175415,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,1,0,2,4,1,0,16
6.17639537164484,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,1,0,2,4,1,0,16
8.01322826573375,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,1,0,2,4,3,0,17
6.85698519974591,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,1,2,0,4,8,4,0,18
7.09151498112135,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,1,2,0,4,8,4,0,18
7.18045606445813,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,1,0,0,0,1,2,0,4,8,4,0,18
6.44855000202713,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,3,1,0,0,0,1,2,0,4,8,5,0,18
8.09691001300806,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,1,0,0,0,1,2,0,4,9,4,0,18
7.22914798835786,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,1,0,0,0,1,2,0,4,9,5,0,18
8.04575749056067,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,3,1,0,0,0,1,2,0,4,9,6,0,18
7.03151705144607,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,1,0,0,0,1,2,0,4,9,5,0,19
6.37161106994969,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,3,1,0,0,0,1,2,0,4,10,6,0,18
7.61978875828839,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,3,1,0,0,0,1,2,0,4,9,6,0,19
7.72124639904717,2,2,0,0,0,0,0,0,1,0,2,0,0,0,0,3,1,0,0,0,1,2,0,4,9,7,0,19
7.82390874094432,3,2,0,0,0,0,0,0,1,0,2,0,0,0,0,3,1,0,0,0,1,2,0,4,9,7,0,19
7.55284196865778,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,2,0,0,0,1,2,0,4,9,4,0,18
7.95860731484177,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,1,0,0,0,1,2,0,4,9,4,0,18
7.06048074738138,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,3,1,0,0,0,1,2,0,4,9,5,0,19
8.09691001300806,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,1,0,0,0,1,2,0,4,9,4,0,18
8.69897000433602,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,1,1,0,0,1,2,0,4,9,4,0,18
7.85387196432176,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,1,2,0,4,9,4,0,18
6.39794000867204,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,1,0,0,0,0,1,0,2,6,3,0,13
4.7594507517174,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,2,6,3,0,13
5.55284196865778,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,1,0,0,0,1,0,2,6,3,0,13
6.30102999566398,0,0,0,0,3,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,2,8,5,0,14
6.3767507096021,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,0,0,0,0,0,2,4,3,0,14
5,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,2,6,4,0,14
5.09691001300806,1,0,0,0,3,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,2,6,4,0,14
4.76955107862173,0,0,0,0,3,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,2,6,4,0,14
4.88605664769316,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,1,0,0,0,0,1,0,2,6,3,0,13
5.88605664769316,0,4,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,2,6,7,0,17
4.90657831483777,0,4,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,6,7,0,17
5.72124639904717,1,4,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,6,7,0,17
5.44369749923271,0,4,0,0,0,0,1,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,8,8,0,17
5.05060999335509,0,4,0,0,0,0,0,0,0,0,2,2,1,0,0,2,0,0,0,0,0,0,0,2,7,7,0,17
5.02227639471115,0,4,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,0,0,0,0,0,2,6,7,0,17
6.04095860767891,0,4,0,0,3,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,6,8,0,18
6.2518119729938,0,4,0,0,3,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,8,9,0,18
5.13076828026902,0,4,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,2,6,7,0,17
5.82390874094432,0,4,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,2,6,7,0,17
5.56863623584101,0,4,0,0,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,2,0,2,10,7,0,18
8.23882418684427,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,8,4,1,9
6.3045183235098,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,8,5,1,9
7.77469071827414,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,8,5,1,10
9.01322826573375,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,2,0,6,8,4,2,15
5.59006687666871,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,0,0,0,0,2,0,6,8,4,2,9
6.53313237964589,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,6,8,4,1,9
6.54668165995296,0,2,0,0,3,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,2,0,6,8,5,2,10
6.14327110961712,0,2,0,0,3,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,2,0,6,8,5,2,10
7.94309514866353,0,2,0,0,6,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,2,0,6,8,6,2,11
7.08407278830288,0,2,0,0,3,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,2,0,6,10,6,2,10
7.77989191195995,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,2,0,6,10,6,2,15
6.01412464269161,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,10,5,1,9
5.60032627851896,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,10,5,1,9
5.97469413473523,0,2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,12,6,1,9
6.11690664142431,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,8,11,6,1,10
5.5543957967264,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,8,11,6,1,10
5.61978875828839,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,2,0,8,10,5,1,10
5.68402965454308,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,2,0,8,11,6,1,11
6.41005039867429,3,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,6,14,7,1,12
6.36251027048749,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,2,0,6,8,4,2,13
7.33629907461035,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,2,0,6,8,4,2,13
8.3829996588791,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,2,0,6,8,4,2,17
5.58502665202918,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,3,0,6,10,4,2,12
7.16685288808721,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,10,5,1,13
7.69250396208679,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,10,5,1,13
7.33535802444387,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,10,5,1,13
7.87614835903291,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,10,5,1,13
7.40011692792631,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,10,5,1,13
7.64781748188864,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,10,5,1,13
7.68613277963085,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,10,5,1,13
7.32057210338788,0,2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,12,6,1,13
6.55752023093555,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,12,7,1,13
7.5016894462104,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,12,7,1,13
7.35359627377693,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,12,7,1,13
5.40230481407449,1,2,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,6,11,6,1,15
6.28066871301627,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,2,0,8,11,7,1,21
7.11069829749369,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,8,11,6,1,14
7.35359627377693,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,3,0,0,0,0,0,2,0,8,11,6,1,14
5.74836177955179,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,2,0,8,10,5,1,14
5.65325594539515,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,2,0,8,11,6,1,15
6.32605800136591,1,2,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,2,0,8,11,7,1,15
5.89483057200067,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,8,12,6,1,15
